2607
26127	108	4
19872	1080	29
10307	109	6
4	11	332
20673	110	31
12665	1100	4
23777	11017	1
23778	11024	1
24339	11100	1
28204	11111113	1
25174	11190	1
23528	11199	1
7167	112	11
23529	11200	1
25175	11201	1
22928	11202	1
20103	113	2
17478	114	3
29723	1149	1
19727	115	3
22905	1152	1
19945	1155	3
9237	116	4
23878	117	4
9514	1170	1
22706	118	2
23561	119	2
14983	1194	1
5	12	284
7740	120	27
3413	1200	10
31171	12000	1
25446	120321	1
24105	1209	1
24340	121	2
24311	1210	1
21982	12191302	1
26567	122	1
20241	1220	2
18046	1222	1
20870	1225	1
14487	123	7
26371	1230	1
28205	12312321	1
26393	12345	1
28206	1234563	1
28207	12345678	1
28208	123456784	1
28209	1236	1
22894	124	3
9636	125	17
19728	1250	1
21251	126	3
16619	1260	1
31172	12600	1
24072	127	3
30670	1277	1
18407	128	25
18467	1280	16
21336	12800	5
24319	1286	2
17119	129	4
26372	1290	1
16734	1296	1
29275	1299	1
26038	129992	1
3771	13	142
15478	130	13
3816	1300	4
22913	131	3
24355	1318	1
26633	132	4
3034	133	3
21557	1333	1
19532	1335	2
21357	1344	3
21797	135	4
20606	1350	2
24911	136	1
23381	1360	1
30135	1365	1
20046	1366	8
23919	137	4
30671	1370	1
10412	1380	1
24496	139	1
21993	1394	1
2053	14	132
6511	140	18
20901	1400	6
27248	14001	3
24341	141	2
19436	1420	2
27799	1430	1
9019	144	3
20104	1440	6
25311	1448	1
20762	1449749	1
18377	145	4
22336	1460	1
15892	1468	1
19780	147	2
4790	148	2
20613	1480	6
2054	15	164
7207	150	55
14367	1500	13
21190	15000	1
17143	151	2
30023	1510	1
28756	152	1
21913	1520	2
18703	1521	16
24420	153	1
20368	1536	9
24421	154	1
16568	155	4
23051	1550	1
23068	1560	1
25025	15600	1
20747	1562	1
22397	1566	1
8009	157	3
24221	1575	1
22707	158	1
30992	1580	1
30219	15800	1
21252	159	2
270	16	220
2462	160	38
8822	1600	14
28808	16000	1
22690	1605	1
8010	161	2
3105	1610	4
25087	1613	1
29697	162	1
29487	1620	1
28080	1628	1
4283	163	4
25841	1630	1
26915	1638	1
28081	1649	1
1224	165	4
16865	166	1
17133	168	5
21127	1680	3
21358	169	1
8397	17	111
4413	170	12
14065	1700	5
24512	171	1
21523	1710	2
24342	17100	1
8011	172	2
29135	1729	1
6304	173	1
15839	174	1
30024	1741	1
8012	175	7
21331	1750	1
22307	176	1
19454	177	2
30162	1770	1
16158	1772	1
23717	17734229	1
10308	178	6
24032	178662	1
25368	179	1
26992	1790	1
3035	18	144
4284	180	46
1832	1800	15
4285	181	2
23747	182	1
26311	1820	1
28299	18200	1
29871	1835	1
26020	18382	1
4286	185	7
4287	186	1
14300	1860	2
16629	1861	1
27390	1862	6
26394	186281	1
23365	1867	1
28582	187	1
23204	1878	1
22178	188	2
23219	1883	1
22451	1888	2
30179	189	1
30428	1895	1
271	19	98
6890	190	5
22418	1900	1
16630	1903	1
22955	1904	1
23012	1906	1
25993	191	2
22956	1910	1
22655	1912	1
10287	1919	2
21051	192	7
22235	1920	12
17012	1930	1
20995	194	3
23220	1941	1
16631	1945	1
23221	1946	1
18114	195	4
1225	1950	4
23013	1951	2
23222	1952	1
22656	1954	2
14368	1958	1
22549	196	2
28304	1960	1
11809	1962	1
4978	1964	2
22640	1965	1
15453	1967	2
23280	1969	2
20450	197	3
28305	1970	2
11957	1971	6
16299	1972	1
9238	1973	1
16300	1974	2
20630	1975	5
21029	1976	1
23063	1977	1
18704	1978	3
13670	1979	3
7024	1980	8
8795	1982	1
2850	1983	3
20906	1984	6
7741	1985	2
12666	1986	4
23614	1987	2
26244	1988	1
9574	1989	3
11399	199	6
7025	1990	9
21379	1991	2
7742	1992	3
9020	1993	4
1540	1994	1
13318	1995	5
14108	1996	5
3772	1997	6
13754	1998	5
19983	199893327	2
8465	1999	7
20961	199902039	1
6	2	1289
793	20	480
1541	200	86
2747	2000	39
5573	2001	4
8398	2002	10
1542	2003	12
28704	200300	1
1543	2004	12
3773	2005	15
2851	2006	23
2748	2007	32
7	2008	34
2852	2009	67
20871	201	8
540	2010	102
24343	20100	1
272	2011	295
28737	2011８	1
2853	2012	592
28928	201202	2
27122	20120307	1
30741	20120326	1
24252	20120425	2
19818	201207	1
19819	2012070101000621	1
16100	2013	11
17094	2014	3
20310	2015	3
15382	2016	2
24113	202	1
11247	2020	1
25180	203	1
17479	2030	1
17736	2035	1
18115	204	2
30495	2040	1
20369	2048	9
26786	205	2
13255	206	2
13024	2060	1
26252	2063	1
29136	207	2
28158	208	1
25026	20800	1
2749	21	109
23069	210	9
19351	2100	5
25458	2105	1
19201	2106	4
31095	2110	1
19477	213	3
23879	2132	2
27868	2135	1
30367	215	2
30025	21502012	1
23489	216	1
18602	2160	4
26517	217	1
23115	218	2
29204	219	1
273	22	130
19729	220	9
17150	2200	9
11241	22011	1
21299	221	3
22821	223	4
31096	2230	1
10795	224	2
30052	225	1
14287	226	1
1646	23	155
5409	230	10
20996	2300	1
24422	23094	1
2171	2310	1
30697	2312	1
15776	232	2
11132	234	1
21337	235	3
25033	236	2
23270	2367	1
23137	2369	1
24479	2384	2
28132	239	5
274	24	156
7743	240	15
23748	2400	1
24513	2405	1
20370	241	1
12889	242	2
19133	2420	3
22179	243	1
22914	246	2
22799	2460	1
20699	2467	3
23439	247	2
30026	248	2
30136	2480	1
23495	249	2
275	25	177
2557	250	21
1226	2500	17
26882	25000	2
30062	2519	1
20907	252	1
23880	2525	2
30894	2539	1
25057	254	1
30895	2540	1
30027	2541	1
23731	255	3
22850	2550	2
18408	256	13
20105	2560	2
22530	25600	1
28156	257	2
30368	258	1
1430	26	102
18409	260	6
20872	2600	3
24073	261	1
25720	2620	1
24514	263	3
20371	264	7
22869	2640	1
19781	265	3
20873	2670	1
24142	2677	4
30539	268	1
2854	27	151
21722	270	11
18468	2700	7
30369	271	1
20106	2711	1
26395	2712	1
20107	2713	1
19437	272	3
24243	273	1
25367	274	1
9190	275	2
24253	2758	1
21709	276	2
30163	2770	1
20490	279	1
2855	28	180
6891	280	10
20372	2800	9
22189	283	3
21638	284	1
20347	285	2
25353	286	1
26396	2863	1
25561	287	1
15118	2876082	1
24617	288	2
20047	2880	4
23503	289	2
14589	2895549	1
276	29	205
25531	290	4
27869	2900	6
26199	291	1
28459	291291	1
26353	292	1
19688	293	2
26397	2937	1
9191	294	2
18116	2940	2
26598	2947	1
23595	295	1
28133	295354	2
23579	296	1
30220	2965	1
19860	297	1
16866	2971329	1
17969	2973032	1
25280	298	1
27567	2980	6
22395	299	1
277	3	1198
278	30	559
2750	300	85
2751	3000	27
28521	300000	1
26398	3001	1
8796	3003397	1
18888	301	15
28594	3012	1
5972	302	3
22822	3025	1
20218	303	5
26599	3030	1
19352	304	3
21330	305	1
15119	3056023	1
15120	3065202	1
24074	307	1
23881	3076	1
21589	308	2
15121	3081737	1
15122	3081806	1
17970	3083823	1
26399	3088	1
23364	309	1
279	31	170
20700	310	7
25113	3100	1
21552	310723177	1
8650	311	5
21553	312	1
19492	313	2
25008	314	1
4495	315	9
18117	3150	1
13536	316	3
25005	317	1
24356	318	1
1719	319	2
15123	3190186	1
400	32	239
10309	320	91
8955	3200	9
18519	321	82
20048	3210	1
23379	322	1
23990	323	1
26282	324	1
20242	3240	1
20243	3244	1
23067	325	1
29000	3256	1
20748	326	2
26978	3264	1
24108	327	1
30940	3271	1
17971	3272004	1
23509	328	1
18705	3289	16
20201	329	1
401	33	181
2752	330	4
22066	3300	1
20800	331	1
21338	3317	2
4880	332	4
24603	333	2
25806	334	1
17972	3342123	1
22419	335	2
16925	3360	1
26243	337	1
20709	338	1
19973	339	1
1000	34	194
22943	340	4
23526	3400	1
26229	3411	1
16867	3411098	1
21956	342	1
29698	3443	1
20596	345	1
29038	345355	1
30956	3456	1
26418	346	1
24480	347	2
21339	348	4
25070	3480	2
21912	349	1
402	35	237
15022	350	14
12545	3500	11
23875	351	2
21340	3517	2
23597	352	1
24191	3520	2
22717	353	1
26011	354	1
24357	3544	1
22308	3546	1
20325	355	2
18452	357	1
21359	3570	2
2664	36	178
17427	360	21
14369	3600	6
19730	362	3
11850	365	12
24258	3650	1
20874	366	3
29205	368	1
1001	37	121
4791	370	1
16006	3700	1
26518	371	2
17973	3749244	1
27976	375	3
31106	376	1
19570	3770	4
17974	3773585	1
403	38	133
20902	380	5
19438	3800	6
30451	382	1
21421	3820	2
14590	3825231	1
25209	3828	1
20982	383	1
19705	384	1
18603	3840	4
23428	3850	1
26519	387	1
30083	388	1
1166	39	79
27606	390	3
28978	3900	2
28456	393	1
31107	395	1
31108	398	1
15642	3980	6
25071	39800	1
4550	399	3
1227	4	856
794	40	198
7744	400	50
8956	4000	18
17975	4016471	1
31109	403	1
22363	405	2
16041	407	1
26770	408	1
18604	4096	2
17976	4096438	1
17977	4096557	1
1228	41	32
19439	410	3
13256	412	3
17978	4125532	1
26728	4130	7
17247	419	1
2128	42	59
3888	420	8
28390	4200	1
25181	4205	1
19273	422	2
31110	424	1
26431	428	1
8750	4289	1
7745	43	14
22823	430	6
17979	4309321	1
20781	431	1
23490	432	1
17980	4324796	1
22364	435	2
17981	4350811	1
23491	436	1
18392	438	2
1810	44	32
23070	440	2
17151	4400	1
19440	4410	1
14591	4422369	1
4792	444	1
29784	4480	1
26771	449	1
1811	45	39
9935	450	12
31151	452	1
31111	454	1
25754	4562	1
26376	4596	1
280	46	41
19745	460	4
21590	4600	3
30957	4608	1
29861	461	1
19455	4633	2
20503	465	4
1229	47	22
18378	470	3
27192	4700	1
30925	471	1
25034	475	1
29133	476	1
29941	479	1
2856	48	61
19964	480	25
20049	4800	6
13199	482	2
23882	484	1
21046	485	1
3774	49	18
31222	490	1
26979	4928	1
30698	493	1
31112	496	1
29785	4970	1
24450	4980	1
31113	499	1
1230	5	826
1231	50	227
3414	500	108
6144	5000	22
30557	501	1
29797	504	2
30733	5050	1
22915	506	1
31184	5072	1
25210	50901	1
3775	51	21
21736	510	8
22929	512	6
28424	515	1
16868	51552827	1
27910	5159	1
15111	516	1
8797	51666270	1
6797	51685145	2
2941	51705937	1
7919	52	29
19043	520	37
9355	5200	3
28595	5212	1
23552	525	2
7379	53	18
7427	530	3
14253	535	1
30659	539	1
6512	54	28
22236	540	5
19055	5400	6
21778	546	2
30164	5460	1
6680	55	36
21360	550	5
4727	5500	3
13624	5505	1
29786	5530	1
12094	554	1
27592	556	1
3776	56	18
15864	560	5
23071	563	1
25532	564	1
30785	565	1
24582	56830	1
25616	5688	1
23749	56995373	1
5466	57	15
24451	570	2
20012	5700	1
20150	575	3
20749	5760	1
4728	5774	1
3777	58	19
18219	580	12
29044	5800	1
21983	583	1
27563	586	1
7208	59	58
11706	590	3
30914	5900	1
20614	5920	2
20013	5940	1
19533	596	2
16111	597	1
26964	5980	2
23072	5985	1
1067	6	506
795	60	105
3036	600	46
4729	6000	12
20373	601	2
25755	60101	1
16562	602	2
19706	60204	1
26159	603	2
19456	60305	1
29798	604	2
21924	60802	1
21925	60804	1
8158	61	24
19566	610	7
29694	6121	1
20374	613	1
23750	61487630	1
21579	615	4
24423	6153	1
27564	616	1
14488	618	4
2129	62	20
30084	620	2
28903	6200	1
19457	6208	1
23443	621	1
9515	625	2
26812	628	1
30221	6280	1
20875	6290	2
4551	63	17
18605	630	3
28705	6300	1
21081	631	1
25374	6315	1
24358	632	1
20782	634	2
4552	64	46
19707	640	6
19668	6400	3
30564	641	1
19571	642	1
25176	6450	1
4730	6463	1
3778	65	36
9516	650	5
6050	651	1
20375	652	1
28210	65432122	1
21984	655	1
16563	66	6
21361	660	2
24743	6618	1
20376	662	1
26039	6620	1
30137	665	1
21937	666	3
29001	6676	1
30734	668	1
29002	6686	1
9356	67	16
19458	670	2
26364	6716997	1
21938	6733	2
30165	6760	1
27572	679	1
6145	68	13
9325	680	16
30896	6809	1
27320	681	1
26787	685	1
19567	6870	1
13896	69	11
23920	690	2
30690	6900	1
30222	692	1
21341	6980	1
29964	699	1
2130	7	532
8988	70	54
9637	700	36
22228	7000	13
24515	701	2
31225	702	1
20681	7029503	1
28159	703	3
22365	705	1
28066	7070	1
8487	71	11
30010	710	1
20766	71536	1
23002	716	1
28438	7176	6
8247	72	11
14301	720	29
20014	7200	3
24019	722	1
23479	723	1
19572	723020	1
3037	725	1
28160	7250	1
27521	727	1
29724	728	1
12890	73	12
22420	731	1
18118	7350	1
25211	736	2
30565	739	1
4793	74	11
4794	74000	1
28757	74042076	1
18379	744	1
20783	745	1
23444	74675	1
20908	747	1
6892	75	38
16042	750	12
12546	7500	1
23147	754	1
30837	7541	1
26328	756	1
4183	757	2
23271	7570	1
28892	7581	1
7920	76	15
29150	760	2
28981	7600	1
24481	766	2
20050	768	15
4553	77	41
29726	770	1
4731	771	1
9638	775	3
22930	7750	1
24075	77571	1
24076	77572	1
18822	777	3
18823	7770	3
27118	7777	1
2305	78	13
10686	780	9
19708	782	1
23530	785	3
19635	7850	4
23531	787	1
19636	7870	2
8798	79	9
11133	795	1
19637	7950	3
9639	797	1
19638	7970	4
28412	7980	4
23384	799	1
2131	8	492
8264	80	71
7853	800	62
7746	8000	9
19175	802	18
22366	804	1
22367	805	1
23779	8060	1
28583	808	1
8248	81	11
17173	810	3
28134	8111	1
30735	812	1
31226	8150	1
26623	8151	7
31227	8160	1
26916	819	1
9759	82	7
27107	820	1
24432	8200	3
21737	822	1
25546	8255	3
22679	8260	1
26917	829	2
17625	83	8
19573	830	4
28457	8300	1
31228	8350	1
30180	8383	1
13290	84	10
21422	840	5
19084	8407	1
27027	842	1
30724	8420	1
31229	8450	1
19228	85	28
8	850	6
21985	851	1
22421	857	2
17174	86	14
23532	860	1
25617	8637	1
18380	864	2
27994	866	9
25182	867	1
6893	87	9
19056	875	6
19965	876	1
25035	877	1
19568	8770	1
16043	878	3
16044	88	11
7822	880	4
20377	8800	4
18738	888	42
22562	888888	1
23308	888888888	1
9760	89	7
24945	890	3
28073	8900	1
30223	8925	1
25618	8926	1
19966	897	2
27053	8980	1
19681	8５	1
281	9	407
4554	90	32
6146	900	29
26177	9000	7
27249	9001	3
22925	903	3
22368	904	2
20909	905	2
9761	91	4
25619	910	3
27172	911	1
25036	9128	1
26918	91552	1
23445	919	1
10796	92	20
20615	920	3
27156	9200	1
28439	9233	6
23446	927	1
25582	9285	1
9113	93	11
23052	930	1
23073	935	9
29974	936	1
2753	94	10
16735	940	2
25481	9400	2
30224	941	1
28460	944	1
16087	945	1
14984	946	1
8567	95	19
21253	950	2
28653	9500	1
30011	95010	1
19459	954	1
29975	956	1
27021	959	1
11501	96	14
22680	960	11
23626	965	1
25735	96537733	1
11502	97	10
16045	970	2
29327	971	1
26788	976	1
30028	979	1
6396	98	12
9481	980	67
20378	9800	16
19441	985	1
29229	987	3
31152	989	1
9145	99	30
16046	990	3
22743	99043762	1
30054	995	2
21082	999	2
30516	9990	1
23447	9999	2
6681	:	151
25060	:#	1
2857	://	136
20475	:://〜」	1
31131	:@	1
21262	:\	3
24648	:「	1
22857	:：	2
18865	;	18
20202	;)	4
22511	;)」	1
20203	;/	3
23751	<	5
28167	<<	1
19236	=	8
24516	===	1
23954	>	6
28168	>>	1
23752	>※	1
31153	>＊	1
1002	?	86
9006	?!	1
27275	?!☆【	1
15865	?(	1
4223	??（	1
25791	?■	1
17144	?。	2
3527	?「	4
17908	?「“	1
2858	?」	7
7667	?」(	1
24280	?」「	2
23986	?【	4
690	?！」	1
2859	?（	1
1720	@	153
6184	[	216
2558	\	4
26471	\\	1
8399	]	43
22870	])	3
24604	],	1
22871	]/	3
21380	][	1
6185	]■	7
21263	]」	1
23883	]」■	1
26568	]【	6
14645	]）『	1
31187	]：	1
30332	^)	2
27176	^)」	1
20754	^^)	2
14673	_	23
23201	_)	2
19118	`	2
404	a	180
21163	aa	5
8823	aaa	2
24143	aaaa	1
11134	aac	5
8824	aae	1
29248	aaf	1
8825	aat	1
4224	ab	1
22889	abc	17
22890	abcd	1
19574	abee	1
13366	abelia	1
2942	about	3
21052	abs	1
18469	ac	58
20015	aca	1
24963	acadp	1
11135	acc	2
24259	accelerator	1
19639	accelero	1
22298	access	1
19669	accs	2
19670	accsjp	1
29650	accused	1
19575	ace	1
22442	acer	5
22443	aceracer	1
24725	ackposts	1
23003	acl	2
22309	acp	1
22544	acro	4
20194	acrobat	1
25459	act	2
9291	action	1
19640	active	2
24229	activeimage	1
25867	acts	1
25868	actually	2
24443	acu	1
19576	acubic	1
22386	ad	13
23780	adapter	2
21362	adaptive	2
20476	add	1
29752	addicted	1
30235	addictive	1
27453	address	1
21685	adf	3
31132	adhoc	1
27470	adidas	1
23651	admin	1
21264	administrator	1
19534	adobe	14
28372	adoption	1
20244	adrenaline	1
27772	adrian	7
20437	ads	2
19866	adsl	4
23385	advanced	2
25375	adventures	1
20504	ae	2
18969	aegislab	1
24583	aerocool	1
24777	aes	1
20876	aesthetic	1
20505	af	25
20535	affs	1
29272	aflac	1
24033	africa	1
24649	african	1
26589	after	60
25756	afterburner	1
18669	ag	16
11136	aga	1
28169	agc	1
24864	agent	1
25869	ages	1
29398	aggressively	1
25288	agony	1
20108	ah	1
16794	aha	1
28706	aham	1
29942	ahd	1
28306	ai	1
25802	aibo	2
26729	aigo	1
25659	aiguru	1
15079	aiko	1
24696	aio	3
15422	air	23
19125	airplay	3
27391	aja	9
23627	akai	1
2860	akb	81
29328	akbaby	1
8066	akbingo	1
27544	akbzx	1
19147	akiba	12
17854	akie	1
19315	akiko	1
20942	akimoto	1
20967	al	1
23581	album	1
29417	alexa	1
18546	alice	2
24517	alimo	1
29645	aliyun	1
1544	all	151
23955	allow	1
29815	alpha	1
22192	already	1
20581	alt	5
21342	altair	1
20072	am	7
29930	ama	1
30479	amadana	1
25870	amazing	1
18520	amazon	278
24749	amba	1
18824	amd	24
3106	amebagg	1
27392	ameblo	1
26283	amen	1
26284	amenfashion	1
30207	america	1
23705	american	4
26131	amex	1
21332	amoled	2
20311	amp	4
28129	amplification	1
18470	amplifier	2
28929	amplitude	1
21926	ampr	1
19391	amzn	1
12836	an	4
29566	ana	1
6397	anan	2
2665	and	18
18749	andoird	4
22337	andorid	3
27628	andoroid	2
29981	andrid	1
28031	andriod	2
14017	android	248
21643	androidjp	1
29982	androidos	1
29753	andtoid	1
13499	anecan	1
24873	angeles	1
20219	angry	2
18739	angrybirds	41
29249	angusmackay	1
28461	anikinokodomo	1
20569	animal	1
24874	anime	1
25997	anjin	1
24267	anodizing	1
18970	anonymous	11
27800	ansi	1
24359	anteeksi	1
22041	anthy	1
23251	anti	2
23956	anywhere	1
22563	ao	2
30606	aol	1
30742	aoyama	3
22824	ap	5
22641	apa	1
30506	apart	1
20997	ape	1
18795	apfu	1
24842	api	2
29995	aple	1
19873	app	36
24172	appcleaner	2
21644	applab	1
19874	apple	62
24176	appleshowallfiles	1
25250	applet	1
29672	appletv	1
23391	application	3
23957	applications	1
26458	apply	1
27858	appmax	6
28373	approaches	1
23116	apps	2
19693	appstore	7
23781	apq	1
9885	aps	7
25251	apt	1
20877	apu	9
22310	apz	1
25620	aqua	2
23281	aquarium	1
3107	aquos	64
28650	aquosgl	1
20660	ar	27
22545	arc	15
22931	architecture	2
27028	archive	1
2943	archives	7
19641	arctic	1
22546	are	2
16669	argo	1
25563	arizona	1
21140	arm	4
21053	armband	1
24995	arrandale	1
23046	arrange	1
29418	arri	1
30029	arrow	1
19556	arrows	17
19577	arsock	1
16444	art	1
12458	arte	1
8799	article	5
24650	arts	1
22193	as	2
30271	asa	1
23496	ascend	1
18849	ascii	24
20220	asha	2
28211	ashley	1
24387	asian	2
7288	aska	1
20968	asktech	1
30846	asp	1
30800	asph	1
26312	aspherical	1
23697	aspire	2
25202	asrock	1
25088	association	2
24360	assyra	1
29602	ast	1
27754	astridtasksgoogle	1
19853	asus	14
22444	asusasus	2
26705	asuseee	5
20878	asustek	7
25547	asv	2
20379	at	10
22067	ata	2
24260	atapi	1
28385	ataru	1
27071	atc	8
23571	atch	1
27393	atem	23
2754	ath	1
26335	atheros	1
6147	atm	2
17081	atnd	1
18750	atok	2
19328	atom	13
28020	atomico	1
29003	atr	1
29983	atrix	1
25431	attached	1
19731	atx	5
18606	atxrb	1
14018	au	94
2755	audio	5
30318	augmented	2
25158	aurasma	1
26095	aurum	1
22180	ausb	2
10166	australia	14
28170	auto	2
25159	autonomy	1
25482	autor	1
20400	autoruns	7
6969	av	29
24444	ava	1
24731	avago	1
23027	avc	3
29955	avccam	1
18432	avchd	8
18971	avg	1
18433	avi	4
30030	avic	2
27351	avid	7
24518	avrcp	1
20806	avs	2
20807	av×××	1
22369	aw	2
15296	award	2
24519	ax	12
24520	ay	1
30225	a×	1
27558	aｖ	1
3038	b	110
25674	ba	2
16047	babbi	1
18077	baby	1
26535	bachelor	13
24114	back	1
23582	backgrounds	1
26634	backnumber	27
24946	bad	3
21054	bag	2
28212	bailey	1
26051	ban	1
7428	banana	1
30640	bang	1
18471	bank	3
12459	bar	1
26285	barackobama	1
30480	barouche	1
30208	bars	1
20051	base	3
28213	baseball	1
20853	bass	2
21812	bat	1
18472	battery	5
24503	battle	1
27476	battleground	1
24521	bay	1
21973	bazaar	1
9114	bb	6
28577	bbb	1
29045	bbe	1
13236	bbmf	1
13423	bbq	1
11380	bbs	1
18521	bci	81
